,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
12754,0.0,1.0,1.0,1.0,1.0,96.0,1.0,3.0,2.0,9.0,1.0,4.0,7698175.0,3.0,1.0
12756,0.0,1.0,1.0,3.0,1.0,96.0,1.0,1.0,2.0,8.0,1.0,4.0,4420000.0,1.0,3.0
12757,4.0,3.0,3.0,1.0,1.0,54.0,1.0,3.0,2.0,6.0,1.0,3.0,0.0,3.0,3.0
12758,0.0,3.0,1.0,3.0,1.0,30.0,1.0,3.0,2.0,5.0,3.0,4.0,2000000.0,3.0,3.0
12759,0.0,1.0,1.0,3.0,1.0,68.0,1.0,3.0,2.0,8.0,1.0,4.0,3757142.8571428573,1.0,1.0
12760,0.0,1.0,1.0,3.0,1.0,36.0,1.0,3.0,2.0,5.0,1.0,3.0,7680000.0,1.0,3.0
12762,5.6,3.0,1.0,3.0,1.0,84.0,1.0,3.0,2.0,5.0,1.0,4.0,6564000.0,3.0,1.0
12763,5.6,1.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,3.0,1.0,4.0,4968000.0,3.0,3.0
12764,5.6,1.0,1.0,3.0,1.0,48.0,3.0,3.0,2.0,3.0,1.0,4.0,2400000.0,3.0,3.0
12765,0.0,3.0,1.0,3.0,3.0,60.0,3.0,3.0,2.0,4.0,1.0,4.0,3937500.0,3.0,3.0
12766,0.0,1.0,1.0,3.0,1.0,35.0,3.0,1.0,2.0,3.0,1.0,4.0,2450000.0,1.0,1.0
12767,0.0,3.0,1.0,1.0,1.0,44.0,1.0,3.0,2.0,4.0,3.0,4.0,340909.0909090909,3.0,1.0
12768,10.0,3.0,1.0,1.0,1.0,28.0,1.0,3.0,2.0,3.0,1.0,4.0,1616000.0,3.0,3.0
12769,0.0,3.0,1.0,1.0,1.0,24.0,1.0,3.0,2.0,2.0,1.0,4.0,2400000.0,3.0,3.0
12770,0.0,3.0,4.0,3.0,1.0,42.0,1.0,3.0,2.0,4.0,1.0,4.0,5000000.0,3.0,3.0
12771,8.0,1.0,1.0,1.0,1.0,55.0,1.0,3.0,2.0,4.0,1.0,4.0,8472000.0,3.0,3.0
12772,0.0,1.0,1.0,1.0,1.0,90.0,1.0,3.0,2.0,8.0,1.0,4.0,14766666.666666666,1.0,1.0
12773,0.0,1.0,1.0,3.0,1.0,30.0,1.0,3.0,2.0,4.0,1.0,4.0,10800000.0,1.0,3.0
12776,0.0,3.0,1.0,1.0,1.0,35.0,3.0,3.0,2.0,4.0,3.0,4.0,250000.0,3.0,3.0
12779,11.2,1.0,1.0,1.0,1.0,253.0,1.0,3.0,1.0,7.0,1.0,2.0,12540000.0,1.0,3.0
12780,4.0,3.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,5.0,1.0,4.0,1400000.0,3.0,3.0
12782,0.0,1.0,1.0,3.0,1.0,40.0,1.0,3.0,2.0,5.0,1.0,4.0,1833333.3333333333,3.0,1.0
12784,2.4,3.0,1.0,1.0,1.0,45.0,1.0,3.0,2.0,4.0,1.0,4.0,6875000.0,3.0,3.0
12785,0.0,3.0,1.0,1.0,1.0,35.0,3.0,3.0,2.0,5.0,1.0,4.0,500000.0,3.0,3.0
12786,5.6,1.0,1.0,3.0,1.0,84.0,1.0,3.0,2.0,4.0,3.0,4.0,7720000.0,3.0,3.0
12787,5.0,3.0,2.0,3.0,1.0,72.0,1.0,3.0,2.0,5.0,1.0,4.0,1920000.0,3.0,3.0
12788,0.0,3.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,5.0,1.0,4.0,2050000.0,1.0,3.0
12790,8.0,3.0,2.0,3.0,1.0,80.0,1.0,3.0,2.0,4.0,3.0,4.0,2184000.0,3.0,3.0
12791,0.0,1.0,1.0,3.0,1.0,32.0,1.0,3.0,2.0,3.0,1.0,4.0,3250000.0,3.0,1.0
12792,6.0,3.0,1.0,3.0,1.0,80.0,3.0,3.0,2.0,6.0,1.0,4.0,1600000.0,3.0,3.0
12793,3.2,1.0,1.0,1.0,1.0,60.0,1.0,3.0,1.0,4.0,3.0,1.0,5280000.0,1.0,1.0
12794,7.0,3.0,6.0,3.0,1.0,12.0,1.0,3.0,2.0,3.0,3.0,4.0,2400000.0,3.0,3.0
12797,11.0,1.0,1.0,3.0,3.0,12.0,3.0,3.0,2.0,2.0,3.0,4.0,3171428.5714285714,1.0,3.0
12798,0.0,3.0,1.0,3.0,1.0,18.0,3.0,3.0,2.0,3.0,1.0,4.0,1080000.0,3.0,3.0
12800,8.0,3.0,5.0,3.0,1.0,20.0,3.0,3.0,2.0,4.0,3.0,4.0,1542857.142857143,3.0,3.0
12801,16.0,3.0,1.0,3.0,1.0,24.0,3.0,3.0,2.0,3.0,1.0,4.0,1800000.0,1.0,3.0
12802,5.6,1.0,1.0,3.0,1.0,54.0,1.0,3.0,2.0,6.0,1.0,4.0,4508214.285714285,3.0,1.0
12803,7.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,3.0,4.0,3640000.0,3.0,1.0
12805,8.0,1.0,2.0,3.0,1.0,72.0,1.0,3.0,1.0,8.0,1.0,4.0,2000000.0,3.0,1.0
12806,4.0,3.0,1.0,3.0,1.0,8.0,1.0,3.0,2.0,2.0,3.0,4.0,3920000.0,3.0,3.0
12807,0.0,1.0,3.0,3.0,1.0,36.0,1.0,3.0,1.0,3.0,1.0,3.0,4422500.0,1.0,1.0
12808,8.0,3.0,1.0,3.0,1.0,36.0,1.0,3.0,2.0,5.0,1.0,4.0,1800000.0,1.0,3.0
12809,8.4,3.0,3.0,1.0,1.0,42.0,1.0,3.0,2.0,7.0,3.0,4.0,545454.5454545454,3.0,3.0
12810,7.0,1.0,2.0,3.0,1.0,72.0,1.0,3.0,1.0,4.0,1.0,2.0,6000000.0,1.0,1.0
12811,4.0,3.0,1.0,3.0,1.0,50.0,1.0,3.0,2.0,4.0,1.0,4.0,7500000.0,3.0,1.0
12812,7.0,1.0,2.0,3.0,1.0,54.0,1.0,3.0,2.0,5.0,1.0,4.0,4200000.0,3.0,3.0
12813,8.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,2.0,3.0,1.0,4.0,4466666.666666667,3.0,3.0
12814,11.2,3.0,6.0,3.0,1.0,35.0,1.0,3.0,2.0,5.0,1.0,4.0,1090909.0909090908,3.0,3.0
12815,8.0,3.0,1.0,3.0,1.0,150.0,1.0,3.0,2.0,5.0,3.0,4.0,2571428.5714285714,3.0,3.0
12817,0.0,1.0,1.0,3.0,1.0,162.0,1.0,3.0,2.0,6.0,1.0,4.0,3033333.3333333335,1.0,1.0
12818,16.0,1.0,1.0,3.0,1.0,117.0,1.0,3.0,2.0,7.0,1.0,2.0,3900000.0,3.0,1.0
12819,5.6,1.0,1.0,3.0,1.0,50.0,3.0,3.0,2.0,7.0,1.0,4.0,1500000.0,3.0,3.0
12820,5.0,3.0,1.0,1.0,1.0,36.0,1.0,3.0,2.0,3.0,1.0,4.0,900000.0,1.0,1.0
12821,0.0,1.0,1.0,3.0,1.0,32.0,1.0,3.0,2.0,5.0,1.0,4.0,3600000.0,3.0,3.0
12822,0.0,1.0,1.0,3.0,1.0,104.0,1.0,3.0,2.0,7.0,1.0,4.0,6000000.0,3.0,3.0
12823,10.0,1.0,2.0,3.0,1.0,30.0,1.0,3.0,2.0,5.0,1.0,4.0,3633333.3333333335,3.0,3.0
12824,0.0,3.0,1.0,3.0,1.0,130.0,1.0,3.0,1.0,4.0,1.0,3.0,1330000.0,3.0,1.0
12825,0.0,1.0,2.0,3.0,1.0,60.0,1.0,3.0,1.0,8.0,1.0,1.0,4000000.0,3.0,3.0
12826,4.0,1.0,1.0,3.0,1.0,64.0,1.0,3.0,2.0,5.0,1.0,4.0,11050000.0,1.0,3.0
12827,5.0,3.0,1.0,3.0,1.0,36.0,1.0,3.0,2.0,5.0,1.0,4.0,5575000.0,1.0,3.0
12829,6.4,3.0,4.0,3.0,1.0,24.0,1.0,3.0,2.0,4.0,1.0,4.0,1000000.0,3.0,3.0
12830,4.5,3.0,4.0,3.0,1.0,53.0,1.0,3.0,2.0,5.0,1.0,4.0,3425000.0,3.0,3.0
12831,0.0,1.0,1.0,3.0,1.0,9.0,3.0,1.0,2.0,1.0,3.0,4.0,3200000.0,3.0,3.0
12832,14.0,3.0,2.0,3.0,1.0,30.0,1.0,3.0,2.0,5.0,1.0,3.0,1714285.7142857143,1.0,3.0
12834,16.0,3.0,1.0,3.0,1.0,80.0,1.0,3.0,2.0,6.0,1.0,4.0,1500000.0,3.0,1.0
12835,0.0,3.0,1.0,3.0,1.0,72.0,3.0,3.0,2.0,4.0,1.0,4.0,2828571.4285714286,3.0,3.0
12836,12.0,3.0,2.0,3.0,1.0,20.0,1.0,3.0,1.0,4.0,1.0,4.0,787500.0,3.0,3.0
12837,8.0,1.0,1.0,3.0,1.0,150.0,1.0,1.0,2.0,6.0,1.0,4.0,9000000.0,1.0,3.0
12839,0.0,3.0,1.0,3.0,1.0,12.0,1.0,3.0,2.0,3.0,3.0,4.0,31250.0,3.0,3.0
12840,0.0,3.0,2.0,3.0,1.0,12.0,3.0,3.0,2.0,3.0,1.0,4.0,625000.0,3.0,3.0
12841,0.0,3.0,1.0,3.0,1.0,20.0,1.0,3.0,2.0,1.0,1.0,4.0,2800000.0,3.0,1.0
12842,4.0,1.0,1.0,3.0,1.0,14.0,3.0,3.0,2.0,2.0,1.0,4.0,2350000.0,3.0,3.0
12843,10.0,3.0,1.0,1.0,1.0,48.0,1.0,3.0,2.0,3.0,1.0,4.0,2400000.0,3.0,3.0
12847,5.6,3.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,4.0,3.0,4.0,2860833.3333333335,3.0,3.0
12850,16.0,1.0,2.0,3.0,1.0,54.0,1.0,3.0,1.0,4.0,3.0,4.0,0.0,3.0,3.0
12851,15.0,3.0,1.0,3.0,1.0,84.0,1.0,3.0,2.0,3.0,1.0,4.0,0.0,3.0,3.0
12852,3.0,3.0,5.0,3.0,1.0,24.0,3.0,3.0,2.0,2.0,1.0,4.0,1500000.0,3.0,3.0
12853,20.0,3.0,1.0,1.0,1.0,48.0,1.0,3.0,2.0,5.0,1.0,4.0,1500000.0,3.0,3.0
12854,10.0,1.0,1.0,1.0,1.0,140.0,1.0,3.0,1.0,5.0,1.0,3.0,5760000.0,1.0,1.0
12855,4.0,3.0,1.0,1.0,1.0,100.0,3.0,3.0,2.0,5.0,1.0,4.0,5000000.0,3.0,3.0
12857,0.0,1.0,2.0,3.0,1.0,66.0,1.0,3.0,2.0,6.0,1.0,4.0,781250.0,1.0,3.0
12858,5.0,1.0,1.0,3.0,1.0,95.0,1.0,1.0,1.0,9.0,1.0,1.0,5600000.0,1.0,3.0
12859,0.0,3.0,1.0,3.0,1.0,35.0,3.0,3.0,2.0,3.0,3.0,4.0,6000000.0,1.0,1.0
12860,20.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,1.0,4.0,4500000.0,3.0,3.0
12861,0.0,3.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,4.0,1.0,3.0,2700000.0,3.0,1.0
12862,5.0,3.0,1.0,3.0,1.0,80.0,1.0,3.0,2.0,5.0,1.0,4.0,2520000.0,3.0,1.0
12863,0.0,1.0,1.0,3.0,1.0,36.0,1.0,1.0,2.0,2.0,1.0,4.0,9533333.333333334,1.0,1.0
12865,0.0,3.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,3.0,1.0,4.0,1200000.0,1.0,1.0
12866,0.0,3.0,3.0,3.0,1.0,32.0,3.0,3.0,2.0,3.0,3.0,4.0,7200000.0,3.0,3.0
12867,0.0,1.0,1.0,3.0,1.0,200.0,1.0,1.0,2.0,9.0,1.0,4.0,7000000.0,3.0,1.0
12869,0.0,1.0,1.0,3.0,1.0,25.0,3.0,3.0,2.0,4.0,3.0,4.0,2650000.0,3.0,1.0
12870,12.0,1.0,8.0,1.0,1.0,54.0,1.0,3.0,2.0,7.0,1.0,4.0,600000.0,3.0,1.0
12872,0.0,1.0,1.0,3.0,1.0,184.0,3.0,3.0,1.0,12.0,1.0,2.0,2196571.4285714286,1.0,3.0
12873,0.0,1.0,1.0,3.0,1.0,300.0,1.0,3.0,1.0,8.0,1.0,2.0,5866666.666666667,1.0,3.0
12874,0.0,1.0,1.0,1.0,1.0,120.0,1.0,3.0,1.0,11.0,3.0,1.0,1785714.2857142857,3.0,3.0
12875,0.0,1.0,8.0,3.0,1.0,90.0,1.0,3.0,2.0,5.0,1.0,4.0,4050000.0,1.0,3.0
12876,0.0,1.0,1.0,3.0,3.0,24.0,1.0,3.0,2.0,1.0,1.0,6.0,275000.0,3.0,3.0
12880,0.0,1.0,8.0,1.0,1.0,84.0,3.0,3.0,3.0,5.0,1.0,4.0,888888.8888888889,3.0,3.0
12881,0.0,3.0,8.0,1.0,1.0,78.0,3.0,3.0,3.0,5.0,1.0,4.0,500000.0,3.0,3.0
12882,0.0,3.0,3.0,3.0,1.0,75.0,3.0,3.0,1.0,6.0,3.0,3.0,136363.63636363635,3.0,3.0
12883,0.0,3.0,8.0,1.0,1.0,48.0,3.0,3.0,2.0,4.0,1.0,4.0,333333.3333333333,3.0,3.0
12884,0.0,3.0,8.0,3.0,3.0,72.0,3.0,3.0,3.0,3.0,1.0,4.0,1100000.0,3.0,3.0
12885,0.0,1.0,8.0,1.0,3.0,70.0,1.0,3.0,3.0,4.0,1.0,4.0,1385714.2857142857,1.0,3.0
12886,0.0,3.0,8.0,3.0,1.0,72.0,3.0,3.0,3.0,3.0,1.0,4.0,142857.14285714287,3.0,3.0
12887,0.0,1.0,8.0,1.0,1.0,63.0,3.0,3.0,2.0,6.0,1.0,4.0,2150000.0,3.0,3.0
12888,0.0,3.0,8.0,1.0,1.0,42.0,3.0,3.0,2.0,4.0,1.0,4.0,727272.7272727273,3.0,3.0
12889,0.0,1.0,8.0,1.0,1.0,63.0,1.0,3.0,100.0,6.0,1.0,4.0,13325000.0,1.0,3.0
12890,20.0,1.0,8.0,1.0,1.0,60.0,3.0,3.0,2.0,5.0,1.0,4.0,133333.33333333334,3.0,3.0
12891,0.0,1.0,1.0,1.0,1.0,99.0,3.0,1.0,1.0,7.0,1.0,1.0,8858333.333333334,1.0,1.0
12892,0.0,3.0,5.0,3.0,1.0,40.0,1.0,3.0,2.0,4.0,1.0,3.0,9514600.0,3.0,3.0
12893,0.0,1.0,8.0,1.0,1.0,84.0,1.0,1.0,2.0,3.0,3.0,4.0,1124444.4444444445,1.0,3.0
12894,0.0,1.0,2.0,3.0,3.0,135.0,3.0,3.0,1.0,7.0,1.0,1.0,450000.0,1.0,3.0
12895,0.0,1.0,1.0,1.0,1.0,63.0,1.0,3.0,1.0,6.0,3.0,2.0,475000.0,1.0,3.0
12896,0.0,1.0,8.0,1.0,1.0,63.0,1.0,3.0,2.0,3.0,1.0,4.0,333333.3333333333,3.0,3.0
12897,0.0,1.0,1.0,3.0,1.0,40.0,3.0,3.0,1.0,6.0,3.0,3.0,0.0,3.0,1.0
12898,0.0,3.0,1.0,1.0,1.0,56.0,1.0,3.0,1.0,5.0,1.0,3.0,171428.57142857142,3.0,3.0
12899,0.0,3.0,8.0,1.0,3.0,84.0,3.0,3.0,2.0,5.0,1.0,4.0,888888.8888888889,3.0,3.0
12900,0.0,3.0,8.0,3.0,3.0,50.0,1.0,1.0,2.0,3.0,3.0,4.0,1333333.3333333333,3.0,3.0
12901,0.0,3.0,8.0,1.0,1.0,128.0,1.0,3.0,2.0,1.0,1.0,4.0,416666.6666666667,3.0,3.0
12902,0.0,3.0,6.0,1.0,1.0,28.0,1.0,1.0,1.0,3.0,1.0,3.0,4820000.0,3.0,1.0
12903,0.0,3.0,8.0,1.0,1.0,160.0,3.0,3.0,2.0,6.0,1.0,4.0,1500000.0,1.0,1.0
12905,0.0,3.0,1.0,1.0,1.0,63.0,1.0,3.0,1.0,4.0,3.0,3.0,1000000.0,3.0,3.0
12906,0.0,1.0,8.0,3.0,1.0,63.0,1.0,3.0,2.0,5.0,3.0,4.0,909090.9090909091,3.0,3.0
12907,0.0,1.0,8.0,3.0,1.0,72.0,3.0,3.0,100.0,4.0,1.0,4.0,2625000.0,1.0,1.0
12908,0.0,1.0,8.0,3.0,1.0,108.0,3.0,3.0,2.0,4.0,1.0,4.0,1066666.6666666667,3.0,3.0
12909,0.0,1.0,1.0,3.0,1.0,111.0,1.0,3.0,2.0,4.0,1.0,6.0,625000.0,1.0,3.0
12910,0.0,1.0,8.0,1.0,1.0,35.0,3.0,1.0,2.0,4.0,1.0,4.0,1000000.0,1.0,1.0
12911,16.0,1.0,1.0,1.0,1.0,96.0,1.0,3.0,1.0,7.0,1.0,3.0,2000000.0,3.0,3.0
12912,0.0,3.0,8.0,1.0,1.0,84.0,1.0,3.0,3.0,5.0,3.0,4.0,440000.0,3.0,3.0
12913,0.0,3.0,8.0,1.0,1.0,60.0,1.0,3.0,2.0,7.0,3.0,4.0,371428.5714285714,1.0,3.0
12915,0.0,1.0,8.0,3.0,1.0,15.0,3.0,3.0,3.0,3.0,1.0,100.0,0.0,3.0,3.0
12916,48.0,1.0,2.0,3.0,1.0,180.0,1.0,3.0,1.0,8.0,3.0,1.0,1766666.6666666667,1.0,3.0
12917,8.0,1.0,2.0,3.0,1.0,80.0,1.0,3.0,1.0,6.0,3.0,3.0,200000.0,3.0,3.0
12918,24.0,1.0,8.0,3.0,1.0,98.0,3.0,3.0,2.0,6.0,1.0,4.0,0.0,3.0,1.0
12919,0.0,1.0,2.0,3.0,1.0,120.0,1.0,3.0,1.0,6.0,1.0,1.0,8440000.0,1.0,1.0
12920,0.0,1.0,1.0,1.0,1.0,91.0,1.0,3.0,1.0,8.0,1.0,2.0,1000000.0,1.0,3.0
12922,0.0,3.0,1.0,1.0,1.0,96.0,3.0,1.0,1.0,9.0,1.0,3.0,2666666.6666666665,1.0,1.0
12923,7.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,6.0,1.0,2.0,290000.0,3.0,1.0
12924,4.0,3.0,1.0,3.0,3.0,42.0,3.0,3.0,1.0,3.0,1.0,2.0,18000000.0,3.0,1.0
12925,0.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,1.0,1.0,3.0,3.0,7235000.0,1.0,1.0
12927,8.0,1.0,6.0,3.0,1.0,24.0,1.0,3.0,2.0,3.0,3.0,3.0,5000000.0,1.0,3.0
12928,0.0,1.0,2.0,3.0,1.0,150.0,1.0,1.0,1.0,10.0,1.0,1.0,5033333.333333333,1.0,1.0
12929,32.0,1.0,1.0,3.0,1.0,140.0,1.0,1.0,1.0,8.0,1.0,2.0,2000000.0,3.0,3.0
12930,25.0,1.0,1.0,3.0,1.0,96.0,1.0,3.0,1.0,5.0,1.0,1.0,15733333.333333334,1.0,1.0
12931,16.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,1.0,4.0,1.0,2.0,2325000.0,3.0,3.0
12932,8.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,38461.53846153846,3.0,1.0
12933,16.0,1.0,1.0,3.0,1.0,96.0,1.0,1.0,1.0,5.0,3.0,1.0,3000000.0,1.0,3.0
12935,14.4,1.0,1.0,3.0,1.0,20.0,1.0,1.0,3.0,3.0,3.0,3.0,333333.3333333333,1.0,3.0
12936,8.0,1.0,1.0,3.0,1.0,84.0,3.0,3.0,1.0,7.0,1.0,3.0,1225000.0,1.0,3.0
12937,0.0,1.0,2.0,3.0,1.0,96.0,1.0,1.0,1.0,6.0,1.0,2.0,1520000.0,1.0,3.0
12940,20.0,1.0,2.0,3.0,1.0,125.0,1.0,3.0,1.0,5.0,1.0,4.0,811111.1111111111,1.0,1.0
12941,0.0,3.0,1.0,1.0,1.0,28.0,3.0,3.0,1.0,4.0,1.0,3.0,3337500.0,1.0,1.0
12942,5.6,1.0,1.0,3.0,3.0,15.0,3.0,3.0,2.0,3.0,3.0,6.0,500000.0,3.0,3.0
12943,0.0,1.0,2.0,3.0,1.0,75.0,1.0,3.0,1.0,6.0,1.0,2.0,1657142.857142857,1.0,1.0
12944,0.0,3.0,8.0,3.0,1.0,120.0,3.0,3.0,2.0,6.0,1.0,4.0,333333.3333333333,1.0,1.0
12945,8.0,1.0,8.0,3.0,1.0,100.0,1.0,3.0,2.0,7.0,1.0,4.0,3683333.3333333335,3.0,1.0
12946,20.0,1.0,1.0,3.0,1.0,90.0,3.0,3.0,1.0,7.0,3.0,2.0,2391428.5714285714,1.0,1.0
12947,34.0,3.0,8.0,1.0,1.0,119.0,3.0,3.0,2.0,4.0,3.0,4.0,411764.70588235295,3.0,3.0
12948,5.6,3.0,1.0,3.0,1.0,16.0,3.0,3.0,1.0,2.0,3.0,3.0,500000.0,3.0,3.0
12949,20.0,3.0,1.0,3.0,1.0,35.0,1.0,3.0,1.0,3.0,3.0,3.0,1071428.5714285714,3.0,1.0
12950,32.0,3.0,8.0,1.0,1.0,66.0,3.0,1.0,100.0,5.0,1.0,4.0,1842857.142857143,1.0,3.0
12951,16.0,1.0,1.0,3.0,1.0,66.0,1.0,3.0,1.0,6.0,3.0,1.0,357142.85714285716,3.0,3.0
12952,24.0,3.0,1.0,1.0,1.0,35.0,1.0,3.0,1.0,5.0,1.0,3.0,883333.3333333334,3.0,3.0
12953,8.0,3.0,1.0,3.0,3.0,35.0,3.0,3.0,2.0,4.0,3.0,3.0,375000.0,3.0,3.0
12954,16.0,3.0,8.0,1.0,1.0,35.0,3.0,3.0,2.0,4.0,1.0,4.0,832000.0,3.0,3.0
12955,4.8,3.0,6.0,1.0,3.0,15.0,3.0,3.0,3.0,2.0,1.0,3.0,950000.0,3.0,3.0
12956,0.0,1.0,2.0,3.0,1.0,15.0,3.0,3.0,1.0,1.0,3.0,1.0,3150000.0,3.0,3.0
12957,0.0,3.0,1.0,3.0,1.0,63.0,1.0,3.0,2.0,6.0,3.0,3.0,200000.0,3.0,3.0
12958,24.0,1.0,8.0,3.0,1.0,96.0,3.0,3.0,2.0,7.0,1.0,4.0,12057142.857142856,3.0,3.0
12961,32.0,3.0,8.0,3.0,3.0,56.0,3.0,3.0,2.0,4.0,3.0,4.0,666666.6666666666,3.0,3.0
12962,4.0,3.0,1.0,3.0,3.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,200000.0,3.0,3.0
12963,24.0,1.0,1.0,3.0,1.0,78.0,1.0,3.0,1.0,10.0,3.0,2.0,3806250.0,1.0,3.0
12964,0.0,1.0,1.0,3.0,1.0,112.0,3.0,3.0,1.0,5.0,3.0,1.0,3632000.0,1.0,1.0
12965,8.0,1.0,8.0,3.0,1.0,40.0,3.0,3.0,2.0,4.0,3.0,3.0,1170000.0,3.0,1.0
12966,16.0,3.0,8.0,3.0,1.0,20.0,3.0,3.0,2.0,4.0,1.0,4.0,1354285.7142857143,3.0,3.0
12967,8.0,3.0,8.0,3.0,3.0,25.0,1.0,3.0,3.0,3.0,3.0,4.0,1720000.0,3.0,3.0
12968,50.0,1.0,1.0,3.0,1.0,100.0,3.0,3.0,1.0,7.0,1.0,3.0,5009090.909090909,1.0,1.0
12969,0.0,1.0,8.0,3.0,1.0,120.0,3.0,3.0,2.0,7.0,1.0,4.0,7200000.0,3.0,3.0
12970,8.0,1.0,1.0,3.0,3.0,56.0,3.0,3.0,1.0,5.0,1.0,3.0,260000.0,3.0,3.0
12971,0.0,1.0,1.0,3.0,1.0,71.0,1.0,3.0,1.0,7.0,1.0,1.0,3222222.222222222,1.0,3.0
12972,4.0,3.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,5.0,1.0,3.0,1200000.0,3.0,1.0
12973,8.0,3.0,1.0,3.0,1.0,54.0,3.0,3.0,3.0,3.0,3.0,3.0,450000.0,3.0,3.0
12974,8.0,1.0,8.0,3.0,1.0,35.0,1.0,3.0,2.0,3.0,1.0,4.0,1500000.0,3.0,1.0
12976,0.0,1.0,8.0,3.0,1.0,70.0,1.0,3.0,2.0,5.0,1.0,3.0,210769.23076923078,3.0,1.0
12977,0.0,1.0,8.0,3.0,1.0,80.0,3.0,1.0,2.0,7.0,1.0,4.0,9166666.666666666,1.0,1.0
12978,0.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,4.0,1.0,3.0,6400000.0,1.0,3.0
12979,0.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,5.0,1.0,2.0,16000000.0,1.0,1.0
12980,8.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,1.0,6.0,1.0,3.0,2057142.857142857,3.0,3.0
12982,0.0,1.0,8.0,1.0,1.0,108.0,1.0,1.0,2.0,6.0,1.0,4.0,200000.0,1.0,1.0
12983,0.0,1.0,8.0,3.0,1.0,45.0,1.0,3.0,2.0,4.0,3.0,4.0,2500000.0,1.0,1.0
12984,16.0,3.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,6.0,1.0,2.0,375000.0,3.0,3.0
12985,8.0,3.0,1.0,1.0,1.0,72.0,1.0,1.0,2.0,5.0,3.0,2.0,609090.9090909091,3.0,3.0
12986,8.0,3.0,1.0,3.0,1.0,104.0,3.0,3.0,1.0,5.0,3.0,3.0,111111.11111111111,3.0,3.0
12987,24.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,2.0,5.0,1.0,3.0,3400000.0,1.0,3.0
12988,16.0,1.0,1.0,3.0,1.0,109.0,1.0,3.0,1.0,7.0,1.0,1.0,5142857.142857143,1.0,3.0
12989,8.0,1.0,8.0,1.0,1.0,15.0,1.0,3.0,2.0,3.0,1.0,4.0,4000000.0,1.0,3.0
12990,0.0,3.0,6.0,1.0,1.0,20.0,3.0,3.0,3.0,3.0,3.0,6.0,183333.33333333334,3.0,3.0
12992,40.0,1.0,8.0,3.0,1.0,180.0,3.0,1.0,2.0,6.0,1.0,4.0,1428571.4285714286,3.0,3.0
12993,0.0,1.0,8.0,3.0,1.0,240.0,1.0,1.0,2.0,6.0,1.0,4.0,666666.6666666666,3.0,3.0
12994,0.0,1.0,8.0,1.0,1.0,54.0,3.0,3.0,2.0,5.0,3.0,4.0,250000.0,3.0,1.0
12995,8.0,1.0,8.0,1.0,1.0,90.0,1.0,3.0,3.0,7.0,1.0,4.0,3600000.0,3.0,3.0
12997,3.5,1.0,2.0,3.0,1.0,12.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0
12998,16.0,1.0,1.0,3.0,1.0,54.0,3.0,3.0,3.0,4.0,3.0,3.0,190000.0,3.0,3.0
12999,24.0,1.0,1.0,1.0,1.0,60.0,1.0,3.0,2.0,5.0,1.0,3.0,3500000.0,3.0,3.0
13000,0.0,1.0,8.0,1.0,1.0,60.0,3.0,3.0,1.0,6.0,1.0,1.0,5333333.333333333,3.0,1.0
13001,8.0,3.0,8.0,1.0,3.0,48.0,1.0,3.0,3.0,4.0,3.0,4.0,47272.72727272727,3.0,3.0
13002,8.0,3.0,8.0,1.0,1.0,72.0,3.0,3.0,2.0,4.0,1.0,4.0,428571.4285714286,3.0,3.0
13003,8.0,1.0,8.0,1.0,1.0,96.0,3.0,3.0,100.0,5.0,1.0,4.0,1777777.7777777778,3.0,3.0
13004,14.4,3.0,8.0,1.0,3.0,72.0,3.0,3.0,3.0,3.0,3.0,4.0,1250000.0,3.0,3.0
13005,0.0,3.0,8.0,1.0,1.0,180.0,1.0,1.0,2.0,9.0,1.0,4.0,2666666.6666666665,3.0,3.0
13006,14.4,3.0,8.0,1.0,1.0,42.0,3.0,1.0,2.0,4.0,1.0,100.0,271428.5714285714,3.0,3.0
13007,20.0,3.0,8.0,3.0,1.0,36.0,3.0,3.0,2.0,3.0,1.0,4.0,3867000.0,1.0,1.0
