,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_others,ricebought,ipercap,own_fininstrument_14
2380,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,49.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,15.0,6000000.0,1.0
2381,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,4.0,150.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,4528125.0,1.0
2383,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,4.0,70.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,5942857.142857143,3.0
2384,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,100.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,12000000.0,1.0
2385,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,100.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,3845111.111111111,3.0
2386,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,64.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,7200000.0,1.0
2387,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,3.0,110.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,5407142.857142857,3.0
2388,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,5.0,63.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,15.0,3300000.0,3.0
2389,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,11700000.0,1.0
2390,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,83.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,4400000.0,1.0
2393,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,9.0,3.0,2.0,3.0,130.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,5750000.0,3.0
2394,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,3.0,100.0,100.0,40.0,,,,,,,,,,,,,,0.0,3.0
2395,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,5800000.0,3.0
2396,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,100.0,70.0,1.0,3.0,100.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,10444444.444444444,3.0
2397,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,10.0,3.0,1.0,4.0,400.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,10.0,6962500.0,3.0
2398,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,4500000.0,1.0
2399,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,80.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,15.0,5760000.0,3.0
2400,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,70.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1200000.0,3.0
2402,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,2660000.0,3.0
2404,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,3037500.0,3.0
2406,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,44.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,3250000.0,3.0
2407,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,15.0,3698076.923076923,1.0
2408,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,5.0,65.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,11666666.666666666,3.0
2409,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,2400000.0,3.0
2411,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,5.0,60.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3730000.0,3.0
2412,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,5.0,228.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,2000000.0,3.0
2415,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,5800000.0,1.0
2420,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,45.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,3466666.6666666665,3.0
2421,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,120.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,6227272.7272727275,1.0
2422,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,5.0,70.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,20.0,0.0,1.0
2423,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,60.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3000000.0,1.0
2424,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,84.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3000000.0,1.0
2429,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,72.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,857142.8571428572,3.0
2430,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,3.0,70.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,6300000.0,1.0
2432,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,140.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1957142.857142857,3.0
2433,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,100.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,9.0,5000000.0,3.0
2434,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,12325000.0,3.0
2435,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,11850000.0,1.0
2436,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,2.0,4.0,77.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,1028571.4285714285,3.0
2437,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,4.0,80.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,3.0
2438,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,3.0,1.0,4.0,96.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,25.0,1781250.0,3.0
2439,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,110.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,7200000.0,3.0
2440,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,72.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1250000.0,3.0
2441,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,182.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,1555555.5555555555,3.0
2442,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1015000.0,3.0
2443,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,4.0,240.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,5000000.0,1.0
2444,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,2.0,1.0,4.0,96.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,15.0,2700000.0,3.0
2445,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,2.0,2.0,4.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,10.0,2600000.0,3.0
2447,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2766666.6666666665,3.0
2448,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,1100000.0,3.0
2449,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,4.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1700000.0,1.0
2450,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,8.0,2.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,1331818.1818181819,3.0
2451,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,72.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3333333.3333333335,3.0
2452,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,160.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1111111.111111111,1.0
2453,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,200.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,4364285.714285715,3.0
2454,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,27.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2245750.0,1.0
2456,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,65.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,5952857.142857143,3.0
2457,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,1.0,4.0,180.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,10.0,5600000.0,1.0
2458,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,8400000.0,1.0
2459,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,7200000.0,1.0
2460,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,120.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,6499000.0,1.0
2461,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,105.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,14.0,1107692.3076923077,3.0
2462,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,50.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,2300000.0,3.0
2463,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.5,1200000.0,3.0
2464,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,1800000.0,3.0
2465,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,4.0,90.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,257142.85714285713,1.0
2466,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,6.0,2.0,1.0,4.0,66.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3200000.0,3.0
2467,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,18677777.777777776,1.0
2471,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,6.0,3.0,4.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,166666.66666666666,3.0
2472,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,117.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,6750000.0,3.0
2473,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,84.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,6600000.0,1.0
2474,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,70.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,16000000.0,1.0
2475,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,7.0,3.0,1.0,4.0,160.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,50.0,1555555.5555555555,1.0
2476,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,90.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,966666.6666666666,1.0
2478,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,3.0,1.0,4.0,96.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,4916666.666666667,3.0
2479,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,28.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,14.0,3750000.0,3.0
2480,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,14.0,5100000.0,3.0
2481,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,3.0,4.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,538461.5384615385,1.0
2483,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,7750000.0,1.0
2484,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,8200000.0,3.0
2485,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,78.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,2250000.0,3.0
2486,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1200000.0,3.0
2488,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,42.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,2125000.0,1.0
2489,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,70.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,4080000.0,3.0
2490,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,42.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2000000.0,1.0
2491,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,14.0,2636363.6363636362,3.0
2492,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,4333333.333333333,3.0
2493,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,40.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,1300000.0,3.0
2494,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,72.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,25.0,616666.6666666666,3.0
2495,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,63.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,250000.0,3.0
2497,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,63.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,0.0,3.0
2498,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,12750000.0,1.0
2499,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3314285.714285714,3.0
2500,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,96.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,4000000.0,3.0
2501,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,48.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,816666.6666666666,3.0
2502,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,50.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20.0,1377777.7777777778,3.0
2503,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,65.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,20.0,5963636.363636363,3.0
2505,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,80.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3300000.0,3.0
2506,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,9.0,1.0,1.0,4.0,156.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,240000.0,3.0
2507,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0
2508,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,10000000.0,3.0
2509,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,7.0,5000000.0,1.0
2510,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,56.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,14.0,2633714.285714286,3.0
2512,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,90.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,1028571.4285714285,3.0
2513,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,200.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8000000.0,1.0
2515,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,70.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,1028571.4285714285,3.0
2516,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,4.0,78.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,35.0,922222.2222222222,3.0
2517,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,21.0,875000.0,3.0
2518,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,220.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1110000.0,3.0
2519,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,21.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,3333333.3333333335,3.0
